area_code,area_name,period,indicator,measure,units,value
E06000025,South Gloucestershire,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,February 2023,Claimant count,Count,Persons,5850
E08000007,Stockport,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,February 2023,Claimant count,Count,Persons,3995
E06000020,Telford and Wrekin,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,February 2023,Claimant count,Count,Persons,4350
E06000055,Bedford,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000050,Cheshire West and Chester,February 2023,Claimant count,Count,Persons,5830
E06000050,Cheshire West and Chester,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.6
E06000061,North Northamptonshire,February 2023,Claimant count,Count,Persons,7265
E06000061,North Northamptonshire,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E08000002,Bury,February 2023,Claimant count,Count,Persons,5100
E08000002,Bury,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000015,Derby,February 2023,Claimant count,Count,Persons,7835
E06000015,Derby,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E06000031,Peterborough,February 2023,Claimant count,Count,Persons,6385
E06000031,Peterborough,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.6
E06000004,Stockton-on-Tees,February 2023,Claimant count,Count,Persons,4990
E06000004,Stockton-on-Tees,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000006,Halton,February 2023,Claimant count,Count,Persons,3415
E06000006,Halton,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E08000009,Trafford,February 2023,Claimant count,Count,Persons,4365
E08000009,Trafford,February 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,March 2023,Claimant count,Count,Persons,1343645
E92000001,England,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000030,Swindon,March 2023,Claimant count,Count,Persons,4460
E06000030,Swindon,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000007,Warrington,March 2023,Claimant count,Count,Persons,3275
E06000007,Warrington,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000042,Milton Keynes,March 2023,Claimant count,Count,Persons,6680
E06000042,Milton Keynes,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E08000029,Solihull,March 2023,Claimant count,Count,Persons,4210
E08000029,Solihull,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000025,South Gloucestershire,March 2023,Claimant count,Count,Persons,3100
E06000025,South Gloucestershire,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.6
E08000007,Stockport,March 2023,Claimant count,Count,Persons,5900
E08000007,Stockport,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,March 2023,Claimant count,Count,Persons,3935
E06000020,Telford and Wrekin,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,March 2023,Claimant count,Count,Persons,4450
E06000055,Bedford,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000050,Cheshire West and Chester,March 2023,Claimant count,Count,Persons,5955
E06000050,Cheshire West and Chester,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.7
E06000061,North Northamptonshire,March 2023,Claimant count,Count,Persons,7515
E06000061,North Northamptonshire,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,March 2023,Claimant count,Count,Persons,5160
E08000002,Bury,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E06000015,Derby,March 2023,Claimant count,Count,Persons,8180
E06000015,Derby,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000031,Peterborough,March 2023,Claimant count,Count,Persons,6975
E06000031,Peterborough,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000004,Stockton-on-Tees,March 2023,Claimant count,Count,Persons,5140
E06000004,Stockton-on-Tees,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000006,Halton,March 2023,Claimant count,Count,Persons,3490
E06000006,Halton,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E08000009,Trafford,March 2023,Claimant count,Count,Persons,4500
E08000009,Trafford,March 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E92000001,England,April 2023,Claimant count,Count,Persons,1365680
E92000001,England,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000030,Swindon,April 2023,Claimant count,Count,Persons,4630
E06000030,Swindon,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E06000007,Warrington,April 2023,Claimant count,Count,Persons,3335
E06000007,Warrington,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000042,Milton Keynes,April 2023,Claimant count,Count,Persons,6800
E06000042,Milton Keynes,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E08000029,Solihull,April 2023,Claimant count,Count,Persons,4275
E08000029,Solihull,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000025,South Gloucestershire,April 2023,Claimant count,Count,Persons,3190
E06000025,South Gloucestershire,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,April 2023,Claimant count,Count,Persons,5880
E08000007,Stockport,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000020,Telford and Wrekin,April 2023,Claimant count,Count,Persons,4065
E06000020,Telford and Wrekin,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E06000055,Bedford,April 2023,Claimant count,Count,Persons,4635
E06000055,Bedford,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000050,Cheshire West and Chester,April 2023,Claimant count,Count,Persons,5695
E06000050,Cheshire West and Chester,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
E06000061,North Northamptonshire,April 2023,Claimant count,Count,Persons,7695
E06000061,North Northamptonshire,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E08000002,Bury,April 2023,Claimant count,Count,Persons,5305
E08000002,Bury,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.4
E06000015,Derby,April 2023,Claimant count,Count,Persons,8415
E06000015,Derby,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5
E06000031,Peterborough,April 2023,Claimant count,Count,Persons,7350
E06000031,Peterborough,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000004,Stockton-on-Tees,April 2023,Claimant count,Count,Persons,5185
E06000004,Stockton-on-Tees,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000006,Halton,April 2023,Claimant count,Count,Persons,3600
E06000006,Halton,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.5
E08000009,Trafford,April 2023,Claimant count,Count,Persons,4595
E08000009,Trafford,April 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E92000001,England,May 2023,Claimant count,Count,Persons,1320975
E92000001,England,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000030,Swindon,May 2023,Claimant count,Count,Persons,4325
E06000030,Swindon,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.8
E06000007,Warrington,May 2023,Claimant count,Count,Persons,3195
E06000007,Warrington,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000042,Milton Keynes,May 2023,Claimant count,Count,Persons,6555
E06000042,Milton Keynes,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.4
E08000029,Solihull,May 2023,Claimant count,Count,Persons,4130
E08000029,Solihull,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000025,South Gloucestershire,May 2023,Claimant count,Count,Persons,3090
E06000025,South Gloucestershire,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.6
E08000007,Stockport,May 2023,Claimant count,Count,Persons,5690
E08000007,Stockport,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,May 2023,Claimant count,Count,Persons,3890
E06000020,Telford and Wrekin,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,May 2023,Claimant count,Count,Persons,4525
E06000055,Bedford,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000050,Cheshire West and Chester,May 2023,Claimant count,Count,Persons,5460
E06000050,Cheshire West and Chester,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000061,North Northamptonshire,May 2023,Claimant count,Count,Persons,7490
E06000061,North Northamptonshire,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,May 2023,Claimant count,Count,Persons,5105
E08000002,Bury,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000015,Derby,May 2023,Claimant count,Count,Persons,8190
E06000015,Derby,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000031,Peterborough,May 2023,Claimant count,Count,Persons,6985
E06000031,Peterborough,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000004,Stockton-on-Tees,May 2023,Claimant count,Count,Persons,4855
E06000004,Stockton-on-Tees,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,May 2023,Claimant count,Count,Persons,3380
E06000006,Halton,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E08000009,Trafford,May 2023,Claimant count,Count,Persons,4400
E08000009,Trafford,May 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,June 2023,Claimant count,Count,Persons,1328495
E92000001,England,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000030,Swindon,June 2023,Claimant count,Count,Persons,4355
E06000030,Swindon,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000007,Warrington,June 2023,Claimant count,Count,Persons,3215
E06000007,Warrington,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000042,Milton Keynes,June 2023,Claimant count,Count,Persons,6595
E06000042,Milton Keynes,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E08000029,Solihull,June 2023,Claimant count,Count,Persons,4115
E08000029,Solihull,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000025,South Gloucestershire,June 2023,Claimant count,Count,Persons,3180
E06000025,South Gloucestershire,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,June 2023,Claimant count,Count,Persons,5665
E08000007,Stockport,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,June 2023,Claimant count,Count,Persons,3975
E06000020,Telford and Wrekin,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,June 2023,Claimant count,Count,Persons,4495
E06000055,Bedford,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.8
E06000050,Cheshire West and Chester,June 2023,Claimant count,Count,Persons,5410
E06000050,Cheshire West and Chester,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000061,North Northamptonshire,June 2023,Claimant count,Count,Persons,7560
E06000061,North Northamptonshire,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,June 2023,Claimant count,Count,Persons,5085
E08000002,Bury,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000015,Derby,June 2023,Claimant count,Count,Persons,8115
E06000015,Derby,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000031,Peterborough,June 2023,Claimant count,Count,Persons,7045
E06000031,Peterborough,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000004,Stockton-on-Tees,June 2023,Claimant count,Count,Persons,4850
E06000004,Stockton-on-Tees,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,June 2023,Claimant count,Count,Persons,3365
E06000006,Halton,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E08000009,Trafford,June 2023,Claimant count,Count,Persons,4455
E08000009,Trafford,June 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E92000001,England,July 2023,Claimant count,Count,Persons,1336080
E92000001,England,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.7
E06000030,Swindon,July 2023,Claimant count,Count,Persons,4340
E06000030,Swindon,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000007,Warrington,July 2023,Claimant count,Count,Persons,3180
E06000007,Warrington,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000042,Milton Keynes,July 2023,Claimant count,Count,Persons,6630
E06000042,Milton Keynes,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E08000029,Solihull,July 2023,Claimant count,Count,Persons,4100
E08000029,Solihull,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.2
E06000025,South Gloucestershire,July 2023,Claimant count,Count,Persons,3135
E06000025,South Gloucestershire,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,July 2023,Claimant count,Count,Persons,5605
E08000007,Stockport,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,July 2023,Claimant count,Count,Persons,3935
E06000020,Telford and Wrekin,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,July 2023,Claimant count,Count,Persons,4690
E06000055,Bedford,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4
E06000050,Cheshire West and Chester,July 2023,Claimant count,Count,Persons,5420
E06000050,Cheshire West and Chester,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000061,North Northamptonshire,July 2023,Claimant count,Count,Persons,7480
E06000061,North Northamptonshire,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,July 2023,Claimant count,Count,Persons,5040
E08000002,Bury,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.2
E06000015,Derby,July 2023,Claimant count,Count,Persons,8085
E06000015,Derby,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.8
E06000031,Peterborough,July 2023,Claimant count,Count,Persons,7310
E06000031,Peterborough,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.3
E06000004,Stockton-on-Tees,July 2023,Claimant count,Count,Persons,4830
E06000004,Stockton-on-Tees,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,July 2023,Claimant count,Count,Persons,3460
E06000006,Halton,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E08000009,Trafford,July 2023,Claimant count,Count,Persons,4430
E08000009,Trafford,July 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,August 2023,Claimant count,Count,Persons,1323000
E92000001,England,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000030,Swindon,August 2023,Claimant count,Count,Persons,4465
E06000030,Swindon,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.9
E06000007,Warrington,August 2023,Claimant count,Count,Persons,3155
E06000007,Warrington,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000042,Milton Keynes,August 2023,Claimant count,Count,Persons,6670
E06000042,Milton Keynes,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.5
E08000029,Solihull,August 2023,Claimant count,Count,Persons,4030
E08000029,Solihull,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000025,South Gloucestershire,August 2023,Claimant count,Count,Persons,3185
E06000025,South Gloucestershire,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,1.7
E08000007,Stockport,August 2023,Claimant count,Count,Persons,5660
E08000007,Stockport,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.1
E06000020,Telford and Wrekin,August 2023,Claimant count,Count,Persons,3940
E06000020,Telford and Wrekin,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E06000055,Bedford,August 2023,Claimant count,Count,Persons,4665
E06000055,Bedford,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000050,Cheshire West and Chester,August 2023,Claimant count,Count,Persons,5375
E06000050,Cheshire West and Chester,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.4
E06000061,North Northamptonshire,August 2023,Claimant count,Count,Persons,7425
E06000061,North Northamptonshire,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.3
E08000002,Bury,August 2023,Claimant count,Count,Persons,4950
E08000002,Bury,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.1
E06000015,Derby,August 2023,Claimant count,Count,Persons,7955
E06000015,Derby,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.7
E06000031,Peterborough,August 2023,Claimant count,Count,Persons,7060
E06000031,Peterborough,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,5.1
E06000004,Stockton-on-Tees,August 2023,Claimant count,Count,Persons,4835
E06000004,Stockton-on-Tees,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.9
E06000006,Halton,August 2023,Claimant count,Count,Persons,3450
E06000006,Halton,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,4.3
E08000009,Trafford,August 2023,Claimant count,Count,Persons,4360
E08000009,Trafford,August 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E92000001,England,September 2023,Claimant count,Count,Persons,1321305
E92000001,England,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3.6
E06000030,Swindon,September 2023,Claimant count,Count,Persons,4545
E06000030,Swindon,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,3
E06000007,Warrington,September 2023,Claimant count,Count,Persons,3225
E06000007,Warrington,September 2023,Claimants as a proportion of residents aged 16-64,Percentage,Persons,2.5
